tus,erg,dau,det,a,b,c,keV
-914817.75,31,2,1,0.006566,6.6033,84.98722,295.999446
-914738.0555555555,62,3,3,-0.003606,24.6944,-0.866357,1516.324979
-914566.8055555555,103,4,1,0.00306,12.1257,37.1393,1318.54994
-914563.9722222222,34,4,2,0.001654,16.4206,-43.19642,517.016004
-913841.0277777778,19,3,1,-0.002714,23.1905,0.891068,440.530814
-913841.0277777778,505,4,1,0.00306,12.1257,37.1393,6940.9943
-913840.9166666666,37,4,2,0.001654,16.4206,-43.19642,566.630106
-913526.8055555555,1820,1,1,0.005245,8.4154,64.54628,32754.112279999998
-913526.6388888889,594,3,2,-0.005435,28.0135,-20.6767,14701.67864
-913292.9722222222,398,1,1,0.005245,8.4154,64.54628,4244.70446
-913174.1944444445,97,3,1,-0.002714,23.1905,0.891068,2224.833542
-912418.0277777778,209,2,1,0.006566,6.6033,84.98722,1751.886366
-911642.9166666666,172,1,3,0.002895,10.5845,33.544,1939.7236800000003
-911433.9722222222,67,1,2,-0.002817,22.3117,-7.48475,1474.7536369999998
-910940.6666666666,46,1,1,0.005245,8.4154,64.54628,462.7531
-910835.5,332,4,3,0.002252,12.9039,14.2497,4546.568948
-910835.4722222222,172,3,2,-0.005435,28.0135,-20.6767,4636.8562600000005
-910835.4444444445,36,3,3,-0.003606,24.6944,-0.866357,883.4586670000001
-910760.3888888889,111,2,3,0.004798,9.72422,47.9505,1186.455078
-910718.75,70,2,3,0.004798,9.72422,47.9505,752.1561000000002
-910557.3611111111,133,2,1,0.006566,6.6033,84.98722,1079.372094
-910162.6666666666,93,1,1,0.005245,8.4154,64.54628,892.542485
-910069.7777777778,35,4,3,0.002252,12.9039,14.2497,468.6449
-909987.2777777778,55,4,1,0.00306,12.1257,37.1393,713.3093
-909828.5277777778,19,3,2,-0.005435,28.0135,-20.6767,509.61776499999996
-908873.2777777778,2089,1,3,0.002895,10.5845,33.544,34778.115795
-908873.25,1761,2,1,0.006566,6.6033,84.98722,32075.359006
-908873.0833333334,225,2,2,0.004184,11.7314,29.3111,2880.6911
-908715.8333333334,36,3,2,-0.005435,28.0135,-20.6767,980.76554
-908483.0555555555,1843,1,1,0.005245,8.4154,64.54628,33389.552485
-908483.0277777778,1912,1,3,0.002895,10.5845,33.544,30854.486880000004
-908483.0277777778,1833,4,3,0.002252,12.9039,14.2497,31233.568428
-908482.9166666666,78,4,1,0.00306,12.1257,37.1393,1001.5609400000001
-908482.9166666666,147,4,2,0.001654,16.4206,-43.19642,2406.3730659999997
-908482.8888888889,34,2,3,0.004798,9.72422,47.9505,384.120468
-908482.8611111111,373,2,1,0.006566,6.6033,84.98722,3461.539134
-908482.8611111111,33,2,2,0.004184,11.7314,29.3111,421.00367600000004
-908368.3611111111,43,1,2,-0.002817,22.3117,-7.48475,946.709717
-908297.5833333334,79,2,3,0.004798,9.72422,47.9505,846.108198
-908231.7222222222,1559,2,2,0.004184,11.7314,29.3111,28487.696204
-908231.6111111111,132,2,1,0.006566,6.6033,84.98722,1071.028804
-908103.9722222222,67,4,2,0.001654,16.4206,-43.19642,1064.408586
-908103.9722222222,1209,4,1,0.00306,12.1257,37.1393,19169.85446
-908103.9444444445,159,4,3,0.002252,12.9039,14.2497,2122.902612
-907885.5277777778,1747,4,3,0.002252,12.9039,14.2497,29430.487268
-907466.5277777778,1508,2,1,0.006566,6.6033,84.98722,24974.267843999998
-907345.25,1330,3,2,-0.005435,28.0135,-20.6767,27623.306800000002
-906861.8333333334,107,4,3,0.002252,12.9039,14.2497,1420.750148
-906674.9722222222,61,4,1,0.00306,12.1257,37.1393,788.19326
-906603.1944444445,116,2,2,0.004184,11.7314,29.3111,1446.4534039999999
-906592.1944444445,1431,1,1,0.005245,8.4154,64.54628,22847.490125
-905667.9166666666,42,1,1,0.005245,8.4154,64.54628,427.24526000000003
-905507.5277777778,39,1,3,0.002895,10.5845,33.544,450.742795
-905507.5,355,1,2,-0.002817,22.3117,-7.48475,7558.156325
-905503.5,61,3,3,-0.003606,24.6944,-0.866357,1492.074117
-905381.1388888889,41,1,1,0.005245,8.4154,64.54628,418.39452500000004
-904838.4722222222,1820,1,1,0.005245,8.4154,64.54628,32754.112279999998
-904838.4444444445,1600,3,2,-0.005435,28.0135,-20.6767,30887.3233
-904838.3055555555,280,3,3,-0.003606,24.6944,-0.866357,6630.855243000001
-904838.3055555555,51,1,2,-0.002817,22.3117,-7.48475,1123.0849329999999
-904838.3055555555,38,1,3,0.002895,10.5845,33.544,439.93538
-904838.3055555555,638,3,1,-0.002714,23.1905,0.891068,13691.712652000002
-904555.6111111111,708,2,2,0.004184,11.7314,29.3111,10432.430876
-904243.5,36,4,1,0.00306,12.1257,37.1393,477.63025999999996
-904101.1388888889,405,2,3,0.004798,9.72422,47.9505,4773.25155
-904014.0833333334,1850,4,1,0.00306,12.1257,37.1393,32942.53430000001
-903928.75,1765,4,3,0.002252,12.9039,14.2497,29805.1199
-903765.9166666666,40,4,3,0.002252,12.9039,14.2497,534.0088999999999
-903580.2222222222,42,2,3,0.004798,9.72422,47.9505,464.831412
-903580.2222222222,68,2,2,0.004184,11.7314,29.3111,846.3931160000001
-903238.3611111111,26,3,3,-0.003606,24.6944,-0.866357,638.750387
-903113.8055555555,190,1,1,0.005245,8.4154,64.54628,1852.8167799999999
-902898.3611111111,72,4,2,0.001654,16.4206,-43.19642,1147.661116
-902764.2222222222,1964,1,3,0.002895,10.5845,33.544,31988.373919999998
-902764.2222222222,1808,1,1,0.005245,8.4154,64.54628,32424.78116
-902764.2222222222,1809,1,2,-0.002817,22.3117,-7.48475,31135.801572999997
-902764.1111111111,163,3,1,-0.002714,23.1905,0.891068,3708.8343019999998
-902764.1111111111,61,2,1,0.006566,6.6033,84.98722,512.220606
-902764.0555555555,44,2,2,0.004184,11.7314,29.3111,553.592924
-902750.1388888889,236,1,1,0.005245,8.4154,64.54628,2342.7062
-901987.7222222222,985,3,3,-0.003606,24.6944,-0.866357,20824.486293
-901898.3611111111,110,3,2,-0.005435,28.0135,-20.6767,2995.0448
-901576.1944444445,52,1,2,-0.002817,22.3117,-7.48475,1145.106482
-901499.6388888889,31,2,2,0.004184,11.7314,29.3111,397.00532400000003
-901291.4444444445,1662,2,2,0.004184,11.7314,29.3111,31084.126796
-901291.3055555555,484,2,1,0.006566,6.6033,84.98722,4819.109316
-901212.4722222222,1660,3,1,-0.002714,23.1905,0.891068,31018.422668000003
-901212.4444444445,1567,4,2,0.001654,16.4206,-43.19642,29749.262586
-901212.3333333334,600,3,2,-0.005435,28.0135,-20.6767,14830.823299999998
-901064.4722222222,135,4,3,0.002252,12.9039,14.2497,1797.3189
-900910.0833333334,236,1,1,0.005245,8.4154,64.54628,2342.7062
-900707.9166666666,30,1,1,0.005245,8.4154,64.54628,321.72878000000003
-900212.1666666666,1919,2,2,0.004184,11.7314,29.3111,37949.702924
-900212.1666666666,2083,2,3,0.004798,9.72422,47.9505,41121.490182
-900212.1111111111,1755,4,3,0.002252,12.9039,14.2497,29596.8105
-900212.0277777778,45,1,1,0.005245,8.4154,64.54628,453.860405
-900212.0,1084,4,2,0.001654,16.4206,-43.19642,19700.276604000002
-900211.9722222222,416,4,1,0.00306,12.1257,37.1393,5610.981859999999
-900211.9722222222,1136,2,1,0.006566,6.6033,84.98722,16059.732756000001
-900211.9722222222,744,1,3,0.002895,10.5845,33.544,9510.898720000001
-900211.9444444445,24,1,2,-0.002817,22.3117,-7.48475,526.3734579999999
-900211.8611111111,83,3,1,-0.002714,23.1905,0.891068,1907.0058219999999
-900062.5555555555,41,1,1,0.005245,8.4154,64.54628,418.39452500000004
-899628.25,957,1,1,0.005245,8.4154,64.54628,12921.712085000001
-899257.1388888889,63,3,3,-0.003606,24.6944,-0.866357,1540.5686289999999
-899249.5,73,2,1,0.006566,6.6033,84.98722,602.018334
-899245.25,1490,2,2,0.004184,11.7314,29.3111,26797.995499999997
-899245.1666666666,455,2,3,0.004798,9.72422,47.9505,5465.7765500000005
-899228.1666666666,37,1,2,-0.002817,22.3117,-7.48475,814.1916769999999
-899011.5277777778,1700,4,1,0.00306,12.1257,37.1393,29494.229299999995
-898609.3611111111,30,1,3,0.002895,10.5845,33.544,353.6845
-898609.3611111111,38,2,2,0.004184,11.7314,29.3111,481.145996
-898609.3333333334,19,3,2,-0.005435,28.0135,-20.6767,509.61776499999996
-898609.3333333334,71,1,1,0.005245,8.4154,64.54628,688.4797249999999
-898609.3055555555,31,2,3,0.004798,9.72422,47.9505,354.012198
-898488.2777777778,20,3,1,-0.002714,23.1905,0.891068,463.615468
-897963.6666666666,83,3,3,-0.003606,24.6944,-0.866357,2023.927109
-897905.9166666666,31,3,1,-0.002714,23.1905,0.891068,717.188414
-897531.6944444445,38,2,2,0.004184,11.7314,29.3111,481.145996
-897522.1388888889,93,3,1,-0.002714,23.1905,0.891068,2134.134182
-897522.0833333334,48,1,3,0.002895,10.5845,33.544,548.27008
-897232.0277777778,19,3,3,-0.003606,24.6944,-0.866357,467.0254770000001
-896952.7777777778,1416,4,2,0.001654,16.4206,-43.19642,26524.735804
-896816.2777777778,1682,4,1,0.00306,12.1257,37.1393,29089.686139999998
-896419.5277777778,109,1,2,-0.002817,22.3117,-7.48475,2391.0217729999995
-896127.8888888889,235,1,1,0.005245,8.4154,64.54628,2331.820405
-896050.2777777778,39,4,1,0.00306,12.1257,37.1393,514.69586
-895730.9444444445,38,4,3,0.002252,12.9039,14.2497,507.84978800000005
-895478.8611111111,305,1,1,0.005245,8.4154,64.54628,3119.159405
-894967.75,65,1,3,0.002895,10.5845,33.544,733.767875
-894919.4722222222,50,2,2,0.004184,11.7314,29.3111,626.3411000000001
-894684.2222222222,1648,3,3,-0.003606,24.6944,-0.866357,30901.955019
-894139.1944444445,26,1,2,-0.002817,22.3117,-7.48475,570.715158
-894139.1111111111,44,1,1,0.005245,8.4154,64.54628,444.9782
-893786.3888888889,114,1,3,0.002895,10.5845,33.544,1277.80042
-893571.4722222222,1670,2,3,0.004798,9.72422,47.9505,29668.5401
-892649.4722222222,34,3,3,-0.003606,24.6944,-0.866357,834.574707
-892580.7222222222,32,2,3,0.004798,9.72422,47.9505,364.038692
-892509.0833333334,1824,4,3,0.002252,12.9039,14.2497,31043.313252
-891329.4444444445,55,2,3,0.004798,9.72422,47.9505,597.2965500000001
-891307.0833333334,118,1,3,0.002895,10.5845,33.544,1322.82498
-891307.0,19,3,2,-0.005435,28.0135,-20.6767,509.61776499999996
-891241.8055555555,148,1,1,0.005245,8.4154,64.54628,1424.91196
-891079.5277777778,40,3,2,-0.005435,28.0135,-20.6767,1091.1673
-891002.0277777778,40,2,3,0.004798,9.72422,47.9505,444.59610000000004
-890919.8888888889,233,2,2,0.004184,11.7314,29.3111,2989.872476
-890919.8888888889,32,2,3,0.004798,9.72422,47.9505,364.038692
-890903.9444444445,1632,3,2,-0.005435,28.0135,-20.6767,31221.64586
-890903.9444444445,1817,1,1,0.005245,8.4154,64.54628,32671.637884999996
-890872.1388888889,1706,2,3,0.004798,9.72422,47.9505,30601.741748
-890871.9722222222,507,2,2,0.004184,11.7314,29.3111,7052.6239160000005
-890811.1944444445,1715,4,1,0.00306,12.1257,37.1393,29832.863299999997
-890705.8888888889,32,4,1,0.00306,12.1257,37.1393,428.29514
-890534.75,155,2,1,0.006566,6.6033,84.98722,1266.24687
-890322.8055555555,1575,1,2,-0.002817,22.3117,-7.48475,28145.522125
-890322.6666666666,21,3,2,-0.005435,28.0135,-20.6767,565.209965
-890170.6666666666,1965,4,3,0.002252,12.9039,14.2497,34065.8919
-890170.6388888889,1616,4,2,0.001654,16.4206,-43.19642,30811.841404000003
-890170.6111111111,1567,3,1,-0.002714,23.1905,0.891068,29676.207422000003
-890170.5555555555,124,1,3,0.002895,10.5845,33.544,1390.5355200000001
-890170.5555555555,1367,4,1,0.00306,12.1257,37.1393,22331.15954
-890170.5,92,2,1,0.006566,6.6033,84.98722,748.065444
-890170.5,86,3,2,-0.005435,28.0135,-20.6767,2348.28704
-890054.1666666666,89,1,1,0.005245,8.4154,64.54628,855.062525
-890041.3333333334,27,3,1,-0.002714,23.1905,0.891068,625.056062
-890019.3888888889,249,3,2,-0.005435,28.0135,-20.6767,6617.709365
-890019.3611111111,24,3,3,-0.003606,24.6944,-0.866357,589.7221870000001
-889889.9722222222,53,1,1,0.005245,8.4154,64.54628,525.295685
-889889.9722222222,62,3,1,-0.002714,23.1905,0.891068,1428.2694519999998
-889525.8888888889,1523,4,3,0.002252,12.9039,14.2497,24890.468708
-889525.8333333334,112,3,1,-0.002714,23.1905,0.891068,2564.182652
-888774.9722222222,1302,1,2,-0.002817,22.3117,-7.48475,24266.958982
-888582.3055555555,1558,1,2,-0.002817,22.3117,-7.48475,27916.259461999998
-888476.1388888889,38,1,3,0.002895,10.5845,33.544,439.93538
-887837.9444444445,119,4,3,0.002252,12.9039,14.2497,1581.7043720000001
-887637.1944444445,17,3,2,-0.005435,28.0135,-20.6767,453.98208500000004
-887563.4444444445,47,2,1,0.006566,6.6033,84.98722,409.846614
-887367.6944444445,166,4,2,0.001654,16.4206,-43.19642,2728.200804
-887309.4722222222,35,1,3,0.002895,10.5845,33.544,407.547875
-886898.5833333334,1770,1,1,0.005245,8.4154,64.54628,31391.86478
-886775.7777777778,1388,3,1,-0.002714,23.1905,0.891068,26960.664652000003
-886493.0,24,3,2,-0.005435,28.0135,-20.6767,648.5167400000001
-886268.0555555555,231,2,1,0.006566,6.6033,84.98722,1960.717846
-886061.7222222222,1565,3,1,-0.002714,23.1905,0.891068,29646.826918000002
-885489.3611111111,1468,2,2,0.004184,11.7314,29.3111,26267.626716
-885489.2222222222,46,2,1,0.006566,6.6033,84.98722,402.632676
-885196.9444444445,40,4,3,0.002252,12.9039,14.2497,534.0088999999999
-884946.9166666666,1077,3,2,-0.005435,28.0135,-20.6767,23845.648685
-884695.5277777778,32,3,2,-0.005435,28.0135,-20.6767,870.1898600000001
-884676.7777777778,51,4,2,0.001654,16.4206,-43.19642,798.556234
-884239.9722222222,441,4,1,0.00306,12.1257,37.1393,5979.68486
-883400.1944444445,1025,2,3,0.004798,9.72422,47.9505,15056.174750000002
-883390.0,1852,1,3,0.002895,10.5845,33.544,29565.61008
-883389.8611111111,686,2,1,0.006566,6.6033,84.98722,7704.784356
-883267.5833333334,1560,1,1,0.005245,8.4154,64.54628,25956.80228
-883267.5,137,3,3,-0.003606,24.6944,-0.866357,3314.5854290000007
-882762.7777777778,131,1,3,0.002895,10.5845,33.544,1469.794595
-882699.1388888889,24,1,2,-0.002817,22.3117,-7.48475,526.3734579999999
-882514.1111111111,37,4,1,0.00306,12.1257,37.1393,489.97934
-882304.4444444445,278,1,2,-0.002817,22.3117,-7.48475,5977.458822
-882304.4444444445,36,4,2,0.001654,16.4206,-43.19642,550.0887640000001
-882304.3611111111,31,2,2,0.004184,11.7314,29.3111,397.00532400000003
-882114.0555555555,104,4,3,0.002252,12.9039,14.2497,1380.612932
-882114.0277777778,357,2,1,0.006566,6.6033,84.98722,3279.1954539999997
-882054.1111111111,468,4,1,0.00306,12.1257,37.1393,6382.18034
-882037.8611111111,141,1,3,0.002895,10.5845,33.544,1583.5139950000003
-882037.8333333334,280,2,2,0.004184,11.7314,29.3111,3642.1287
-882037.8333333334,51,3,3,-0.003606,24.6944,-0.866357,1249.168837
-882037.8333333334,38,4,1,0.00306,12.1257,37.1393,502.33454
-881966.8611111111,61,4,3,0.002252,12.9039,14.2497,809.767292
-881966.8333333334,1701,3,1,-0.002714,23.1905,0.891068,31595.241254000004
-881966.7222222222,138,4,1,0.00306,12.1257,37.1393,1768.7605400000002
-881966.6944444445,75,1,3,0.002895,10.5845,33.544,843.6658749999999
-881966.6944444445,152,1,1,0.005245,8.4154,64.54628,1464.86756
-881966.6944444445,525,4,2,0.001654,16.4206,-43.19642,9033.502330000001
-881966.6666666666,619,3,2,-0.005435,28.0135,-20.6767,15237.199765000001
-881966.6388888889,215,2,2,0.004184,11.7314,29.3111,2744.9675
-881966.6388888889,58,1,2,-0.002817,22.3117,-7.48475,1277.1174619999997
-881573.8888888889,21,3,3,-0.003606,24.6944,-0.866357,516.125797
-881130.4444444445,47,2,2,0.004184,11.7314,29.3111,589.929356
-881024.1666666666,37,2,1,0.006566,6.6033,84.98722,338.298174
-880470.1111111111,112,2,3,0.004798,9.72422,47.9505,1197.249252
-879971.7777777778,32,3,3,-0.003606,24.6944,-0.866357,785.6618990000001
-879969.75,1472,2,1,0.006566,6.6033,84.98722,24032.148564
-879513.2777777778,47,1,3,0.002895,10.5845,33.544,537.410555
-879513.25,28,3,1,-0.002714,23.1905,0.891068,648.097292
-879513.2222222222,70,2,3,0.004798,9.72422,47.9505,752.1561000000002
-879507.4444444445,140,2,1,0.006566,6.6033,84.98722,1138.14282
-879450.7777777778,218,4,2,0.001654,16.4206,-43.19642,3615.0990759999995
-878620.1944444445,52,1,1,0.005245,8.4154,64.54628,516.32956
-878127.8333333334,83,1,1,0.005245,8.4154,64.54628,799.157285
-878127.8333333334,93,1,2,-0.002817,22.3117,-7.48475,2043.1391170000002
-877013.6111111111,354,3,1,-0.002714,23.1905,0.891068,7870.220444
-877013.5833333334,146,3,3,-0.003606,24.6944,-0.866357,3527.6505470000006
-877013.5833333334,867,4,3,0.002252,12.9039,14.2497,12894.734628
-877013.5833333334,338,3,2,-0.005435,28.0135,-20.6767,8826.97016
-876737.4166666666,123,2,3,0.004798,9.72422,47.9505,1316.618502
-876216.3611111111,140,4,3,0.002252,12.9039,14.2497,1864.9349000000002
-876161.5833333334,17,3,2,-0.005435,28.0135,-20.6767,453.98208500000004
-875875.7222222222,20,3,1,-0.002714,23.1905,0.891068,463.615468
-875666.2777777778,39,3,2,-0.005435,28.0135,-20.6767,1063.583165
-875439.4166666666,36,1,3,0.002895,10.5845,33.544,418.33792
-875300.9722222222,46,1,2,-0.002817,22.3117,-7.48475,1012.8926779999999
-874998.8611111111,18,3,2,-0.005435,28.0135,-20.6767,481.80536
-874865.4166666666,35,4,3,0.002252,12.9039,14.2497,468.6449
-874515.3611111111,26,1,1,0.005245,8.4154,64.54628,286.8923
-874362.5277777778,71,2,1,0.006566,6.6033,84.98722,586.920726
-874044.4166666666,396,4,2,0.001654,16.4206,-43.19642,6718.734844
-874029.6111111111,44,1,3,0.002895,10.5845,33.544,504.86672
-873901.8333333334,43,2,2,0.004184,11.7314,29.3111,541.497516
-873698.8055555555,1199,3,3,-0.003606,24.6944,-0.866357,24423.730037
-873340.5277777778,34,2,3,0.004798,9.72422,47.9505,384.120468
-873290.3888888889,55,2,3,0.004798,9.72422,47.9505,597.2965500000001
-873234.3055555555,36,1,1,0.005245,8.4154,64.54628,374.29820000000007
-872724.0833333334,23,1,1,0.005245,8.4154,64.54628,260.875085
-872389.2222222222,86,4,1,0.00306,12.1257,37.1393,1102.5812600000002
-872155.6944444445,1744,3,2,-0.005435,28.0135,-20.6767,32304.119140000003
-872155.6944444445,1733,3,3,-0.003606,24.6944,-0.866357,31964.66870900001
-872155.6666666666,1691,3,1,-0.002714,23.1905,0.891068,31455.395134
-872155.5277777778,111,4,3,0.002252,12.9039,14.2497,1474.329492
-872151.3333333334,80,3,2,-0.005435,28.0135,-20.6767,2185.6193
-872003.3611111111,76,3,3,-0.003606,24.6944,-0.866357,1855.0797870000001
-872003.25,24,3,2,-0.005435,28.0135,-20.6767,648.5167400000001
-871596.4722222222,1813,2,3,0.004798,9.72422,47.9505,33448.838622
-871596.3333333334,459,4,1,0.00306,12.1257,37.1393,6247.51946
-871596.3333333334,34,2,1,0.006566,6.6033,84.98722,317.089716
-871596.3055555555,157,2,2,0.004184,11.7314,29.3111,1974.272316
-871418.9166666666,672,1,1,0.005245,8.4154,64.54628,8088.253159999999
-871418.8888888889,775,1,2,-0.002817,22.3117,-7.48475,15592.122124999998
-871326.75,1588,3,3,-0.003606,24.6944,-0.866357,30120.431979000008
-870986.3888888889,140,2,3,0.004798,9.72422,47.9505,1503.3821
-870657.9166666666,578,2,2,0.004184,11.7314,29.3111,8207.867756000001
-870657.8611111111,95,1,3,0.002895,10.5845,33.544,1065.198875
-870470.7777777778,143,2,1,0.006566,6.6033,84.98722,1163.5272539999999
-870361.6111111111,21,1,2,-0.002817,22.3117,-7.48475,459.8186529999999
-870125.4722222222,29,1,1,0.005245,8.4154,64.54628,313.003925
-869965.0277777778,164,2,3,0.004798,9.72422,47.9505,1771.769588
-869917.8888888889,52,3,3,-0.003606,24.6944,-0.866357,1273.4918189999999
-869917.8333333334,173,2,1,0.006566,6.6033,84.98722,1423.8719339999998
-869898.0833333334,139,4,2,0.001654,16.4206,-43.19642,2271.2239139999997
-869495.25,1545,1,1,0.005245,8.4154,64.54628,25586.285405
-869237.9166666666,86,4,3,0.002252,12.9039,14.2497,1140.6408920000001
-868760.3888888889,54,1,1,0.005245,8.4154,64.54628,534.2723
-868731.0,44,3,3,-0.003606,24.6944,-0.866357,1078.7060270000002
-868712.6944444445,435,4,2,0.001654,16.4206,-43.19642,7412.74273
-868712.6111111111,35,4,3,0.002252,12.9039,14.2497,468.6449
-868674.8888888889,264,3,3,-0.003606,24.6944,-0.866357,6267.131467
-868519.6944444445,1321,4,2,0.001654,16.4206,-43.19642,24534.713994
-868268.5555555555,38,2,2,0.004184,11.7314,29.3111,481.145996
-868268.5277777778,58,4,3,0.002252,12.9039,14.2497,770.251628
-868145.25,16,3,2,-0.005435,28.0135,-20.6767,426.14794
-868129.1666666666,252,2,1,0.006566,6.6033,84.98722,2165.986084
-868037.3055555555,23,1,2,-0.002817,22.3117,-7.48475,504.19415699999996
-867894.7777777778,52,2,3,0.004798,9.72422,47.9505,566.583732
-867729.3888888889,61,1,2,-0.002817,22.3117,-7.48475,1343.046893
-867163.1388888889,57,4,3,0.002252,12.9039,14.2497,757.0887479999999
-867032.1111111111,216,4,3,0.002252,12.9039,14.2497,2906.561412
-866537.9166666666,1765,2,1,0.006566,6.6033,84.98722,32194.37907
-866254.5833333334,1730,1,1,0.005245,8.4154,64.54628,30320.948779999995
-865641.8055555555,341,2,1,0.006566,6.6033,84.98722,3100.213566
-865526.8333333334,1926,1,2,-0.002817,22.3117,-7.48475,32515.255557999997
-865526.8055555555,1962,1,3,0.002895,10.5845,33.544,31944.473380000003
-865308.3611111111,21,3,1,-0.002714,23.1905,0.891068,486.694694
-865059.5,811,4,2,0.001654,16.4206,-43.19642,14361.780714
-865059.4722222222,93,4,3,0.002252,12.9039,14.2497,1233.789948
-864763.75,60,4,2,0.001654,16.4206,-43.19642,947.99398
-864502.75,113,3,1,-0.002714,23.1905,0.891068,2586.762502
-863746.5277777778,1649,2,1,0.006566,6.6033,84.98722,28828.102685999995
